base_plus_handcrafted_latent_skill,base_plus_handcrafted_skill,base_plus_latent_skill,base_plus_pca_latent_skill,base_plus_pca_skill,base_skill,block_rows,block_seconds,ci_high,ci_low,correction_event_frequencies,diagnostic,draws,feature,increment_beyond_handcrafted,increment_beyond_pca,large_event_samples,large_threshold,mapping_alpha,mean_forward_change_large,mean_source_progress_large,mean_target_progress_large,paired_intervals,quintile_monotonic,quintile_samples,quintile_target_means,samples,seed,source_subsystem,spearman,target,target_subsystem
,,,,,,24,120,0.12066011768917415,-0.005319491164681895,"{""not_large"":1464,""both_correct"":209,""target_led_correction"":179,""persistent_disagreement"":283,""source_led_correction"":207}",diagnostic_1,500,futures_to_options_disequilibrium,,,878,8.590440270630435,100.0,-0.7746985682009051,-0.026816965867482112,0.02385412955332136,,False,"[0,58,775,631,878]","[null,2.771164245445859e-06,-2.1980770038827624e-06,5.295121927658744e-07,2.340914189788605e-06]",2342,1,futures,0.062223135831486094,parity_restoration,options
,,,,,,60,300,0.11687817661729863,0.006768666952760979,"{""not_large"":1464,""both_correct"":209,""target_led_correction"":179,""persistent_disagreement"":283,""source_led_correction"":207}",diagnostic_1,500,futures_to_options_disequilibrium,,,878,8.590440270630435,100.0,-0.7746985682009051,-0.026816965867482112,0.02385412955332136,,False,"[0,58,775,631,878]","[null,2.771164245445859e-06,-2.1980770038827624e-06,5.295121927658744e-07,2.340914189788605e-06]",2342,1,futures,0.062223135831486094,parity_restoration,options
,,,,,,12,60,0.0669671769837795,-0.05134404545877652,"{""not_large"":1464,""both_correct"":209,""target_led_correction"":179,""persistent_disagreement"":283,""source_led_correction"":207}",diagnostic_1,500,futures_to_options_disequilibrium,,,878,8.590440270630435,100.0,-0.7746985682009051,-0.026816965867482112,0.02385412955332136,,False,"[0,58,775,631,878]","[null,4.430452425932062e-05,4.280257489412062e-05,4.3586299425543014e-05,5.1384585949853235e-05]",2342,1,futures,0.013029048893463709,absolute_atm_straddle_change,options
,,,,,,24,120,0.06915565117422143,-0.05460413105603614,"{""not_large"":1464,""both_correct"":209,""target_led_correction"":179,""persistent_disagreement"":283,""source_led_correction"":207}",diagnostic_1,500,futures_to_options_disequilibrium,,,878,8.590440270630435,100.0,-0.7746985682009051,-0.026816965867482112,0.02385412955332136,,False,"[0,58,775,631,878]","[null,4.430452425932062e-05,4.280257489412062e-05,4.3586299425543014e-05,5.1384585949853235e-05]",2342,1,futures,0.013029048893463709,absolute_atm_straddle_change,options
,,,,,,60,300,0.07882193802754316,-0.05376069468041094,"{""not_large"":1464,""both_correct"":209,""target_led_correction"":179,""persistent_disagreement"":283,""source_led_correction"":207}",diagnostic_1,500,futures_to_options_disequilibrium,,,878,8.590440270630435,100.0,-0.7746985682009051,-0.026816965867482112,0.02385412955332136,,False,"[0,58,775,631,878]","[null,4.430452425932062e-05,4.280257489412062e-05,4.3586299425543014e-05,5.1384585949853235e-05]",2342,1,futures,0.013029048893463709,absolute_atm_straddle_change,options
,,,,,,12,60,0.029986127958259196,-0.04333719691239774,"{""not_large"":1464,""both_correct"":209,""target_led_correction"":179,""persistent_disagreement"":283,""source_led_correction"":207}",diagnostic_1,500,futures_to_options_disequilibrium,,,878,8.590440270630435,100.0,-0.7746985682009051,-0.026816965867482112,0.02385412955332136,,False,"[0,58,775,631,878]","[null,5.3240457732342825e-05,-1.4485133898204132e-05,1.3920715942694e-05,-5.520534688916592e-06]",2342,1,futures,-0.009452387817034884,near_atm_spread_change,options
,,,,,,24,120,0.019798155320271904,-0.042122077432133115,"{""not_large"":1464,""both_correct"":209,""target_led_correction"":179,""persistent_disagreement"":283,""source_led_correction"":207}",diagnostic_1,500,futures_to_options_disequilibrium,,,878,8.590440270630435,100.0,-0.7746985682009051,-0.026816965867482112,0.02385412955332136,,False,"[0,58,775,631,878]","[null,5.3240457732342825e-05,-1.4485133898204132e-05,1.3920715942694e-05,-5.520534688916592e-06]",2342,1,futures,-0.009452387817034884,near_atm_spread_change,options
,,,,,,60,300,0.017574168186772182,-0.042265325677750085,"{""not_large"":1464,""both_correct"":209,""target_led_correction"":179,""persistent_disagreement"":283,""source_led_correction"":207}",diagnostic_1,500,futures_to_options_disequilibrium,,,878,8.590440270630435,100.0,-0.7746985682009051,-0.026816965867482112,0.02385412955332136,,False,"[0,58,775,631,878]","[null,5.3240457732342825e-05,-1.4485133898204132e-05,1.3920715942694e-05,-5.520534688916592e-06]",2342,1,futures,-0.009452387817034884,near_atm_spread_change,options
,,,,,,12,60,0.06983654160732868,-0.08379323712240654,"{""not_large"":1464,""both_correct"":209,""target_led_correction"":179,""persistent_disagreement"":283,""source_led_correction"":207}",diagnostic_1,500,futures_to_options_disequilibrium,,,878,8.590440270630435,100.0,-0.7746985682009051,-0.026816965867482112,0.02385412955332136,,False,"[0,58,775,631,878]","[null,0.00010743984235180734,0.00011374632785100317,0.0001150411102600205,0.00011401749643926721]",2342,1,futures,-0.013208141875534153,realized_futures_volatility,options
,,,,,,24,120,0.07309527689270828,-0.09417431539408294,"{""not_large"":1464,""both_correct"":209,""target_led_correction"":179,""persistent_disagreement"":283,""source_led_correction"":207}",diagnostic_1,500,futures_to_options_disequilibrium,,,878,8.590440270630435,100.0,-0.7746985682009051,-0.026816965867482112,0.02385412955332136,,False,"[0,58,775,631,878]","[null,0.00010743984235180734,0.00011374632785100317,0.0001150411102600205,0.00011401749643926721]",2342,1,futures,-0.013208141875534153,realized_futures_volatility,options
,,,,,,60,300,0.08871596714258373,-0.08582848439623518,"{""not_large"":1464,""both_correct"":209,""target_led_correction"":179,""persistent_disagreement"":283,""source_led_correction"":207}",diagnostic_1,500,futures_to_options_disequilibrium,,,878,8.590440270630435,100.0,-0.7746985682009051,-0.026816965867482112,0.02385412955332136,,False,"[0,58,775,631,878]","[null,0.00010743984235180734,0.00011374632785100317,0.0001150411102600205,0.00011401749643926721]",2342,1,futures,-0.013208141875534153,realized_futures_volatility,options
-0.14064512534326212,-0.15290242237290497,-0.08280715832903329,-0.009928433138334025,-0.004032467533416906,-0.08200533791537845,,,,,,diagnostic_1,,futures_to_options_increment,0.012257297029642844,-0.005895965604917119,,,,,,,"{""base_to_candidate"":{""60s"":{""mean_mae_reduction"":-1.537468351757065e-05,""ci_low"":-4.249535222753747e-05,""ci_high"":9.576239109759798e-06,""positive_probability"":0.114,""block_rows"":12,""draws"":500},""120s"":{""mean_mae_reduction"":-1.537468351757065e-05,""ci_low"":-4.869090981138937e-05,""ci_high"":1.7149689263810223e-05,""positive_probability"":0.158,""block_rows"":24,""draws"":500},""300s"":{""mean_mae_reduction"":-1.537468351757065e-05,""ci_low"":-5.629819570395001e-05,""ci_high"":2.8167129246883768e-05,""positive_probability"":0.214,""block_rows"":60,""draws"":500}},""base_pca_to_candidate"":{""60s"":{""mean_mae_reduction"":-0.00011305350133565477,""ci_low"":-0.00014240731149401317,""ci_high"":-9.005268343049496e-05,""positive_probability"":0.0,""block_rows"":12,""draws"":500},""120s"":{""mean_mae_reduction"":-0.00011305350133565477,""ci_low"":-0.0001422126680928609,""ci_high"":-8.59174011316845e-05,""positive_probability"":0.0,""block_rows"":24,""draws"":500},""300s"":{""mean_mae_reduction"":-0.00011305350133565477,""ci_low"":-0.00014722114298190448,""ci_high"":-7.77725058618932e-05,""positive_probability"":0.0,""block_rows"":60,""draws"":500}},""comparator_to_candidate"":{""60s"":{""mean_mae_reduction"":0.0002350302628896865,""ci_low"":0.00020629791601971189,""ci_high"":0.00026276799777584243,""positive_probability"":1.0,""block_rows"":12,""draws"":500},""120s"":{""mean_mae_reduction"":0.0002350302628896865,""ci_low"":0.0001996665508697,""ci_high"":0.00027366726139131366,""positive_probability"":1.0,""block_rows"":24,""draws"":500},""300s"":{""mean_mae_reduction"":0.0002350302628896865,""ci_low"":0.00019191490414494653,""ci_high"":0.0002879681951329807,""positive_probability"":1.0,""block_rows"":60,""draws"":500}}}",,,,,1,futures,,surface_displacement,options
-0.5186938603383409,-0.5293804988603081,0.029451264088547036,0.036743335649207176,0.037140299171189994,0.029302902911803264,,,,,,diagnostic_1,,futures_to_options_increment,0.010686638521967273,-0.00039696352198281826,,,,,,,"{""base_to_candidate"":{""60s"":{""mean_mae_reduction"":6.751682866290271e-07,""ci_low"":-1.668835565639903e-07,""ci_high"":1.5123053577540916e-06,""positive_probability"":0.948,""block_rows"":12,""draws"":500},""120s"":{""mean_mae_reduction"":6.751682866290271e-07,""ci_low"":-2.8955355625216857e-07,""ci_high"":1.6540076938794332e-06,""positive_probability"":0.91,""block_rows"":24,""draws"":500},""300s"":{""mean_mae_reduction"":6.751682866290271e-07,""ci_low"":-6.258585752030972e-07,""ci_high"":1.842003989013541e-06,""positive_probability"":0.864,""block_rows"":60,""draws"":500}},""base_pca_to_candidate"":{""60s"":{""mean_mae_reduction"":-1.8065183013064269e-06,""ci_low"":-2.629905693021064e-06,""ci_high"":-1.0018059442475704e-06,""positive_probability"":0.0,""block_rows"":12,""draws"":500},""120s"":{""mean_mae_reduction"":-1.8065183013064269e-06,""ci_low"":-2.6748460566178186e-06,""ci_high"":-1.0076398248307972e-06,""positive_probability"":0.0,""block_rows"":24,""draws"":500},""300s"":{""mean_mae_reduction"":-1.8065183013064269e-06,""ci_low"":-2.871939360375155e-06,""ci_high"":-8.65224111143028e-07,""positive_probability"":0.0,""block_rows"":60,""draws"":500}},""comparator_to_candidate"":{""60s"":{""mean_mae_reduction"":4.8633204312984486e-05,""ci_low"":4.644357286475947e-05,""ci_high"":5.0604740389430766e-05,""positive_probability"":1.0,""block_rows"":12,""draws"":500},""120s"":{""mean_mae_reduction"":4.8633204312984486e-05,""ci_low"":4.661100904386338e-05,""ci_high"":5.064216012967709e-05,""positive_probability"":1.0,""block_rows"":24,""draws"":500},""300s"":{""mean_mae_reduction"":4.8633204312984486e-05,""ci_low"":4.649367095124932e-05,""ci_high"":5.119529609991854e-05,""positive_probability"":1.0,""block_rows"":60,""draws"":500}}}",,,,,1,futures,,signed_atm_iv_change,options
,,,,,,12,60,0.04286382455782577,-0.06429183779581646,"{""not_large"":3216,""source_led_correction"":384,""target_led_correction"":274,""persistent_disagreement"":366,""both_correct"":237}",diagnostic_2,500,futures_to_options_disequilibrium,,,1261,8.590440270630435,100.0,-0.7409836322790715,-0.2548897335569084,0.023446801566193155,,False,"[0,238,1786,1192,1261]","[null,-3.0593711788914786e-05,-2.982768606632314e-06,3.858700694653812e-06,-1.7603269935505054e-05]",4477,1,futures,-0.012818828270618168,signed_futures_return,options
,,,,,,24,120,0.04984544961545733,-0.0612392897830647,"{""not_large"":3216,""source_led_correction"":384,""target_led_correction"":274,""persistent_disagreement"":366,""both_correct"":237}",diagnostic_2,500,futures_to_options_disequilibrium,,,1261,8.590440270630435,100.0,-0.7409836322790715,-0.2548897335569084,0.023446801566193155,,False,"[0,238,1786,1192,1261]","[null,-3.0593711788914786e-05,-2.982768606632314e-06,3.858700694653812e-06,-1.7603269935505054e-05]",4477,1,futures,-0.012818828270618168,signed_futures_return,options
,,,,,,60,300,0.04291791717246899,-0.06283339463187569,"{""not_large"":3216,""source_led_correction"":384,""target_led_correction"":274,""persistent_disagreement"":366,""both_correct"":237}",diagnostic_2,500,futures_to_options_disequilibrium,,,1261,8.590440270630435,100.0,-0.7409836322790715,-0.2548897335569084,0.023446801566193155,,False,"[0,238,1786,1192,1261]","[null,-3.0593711788914786e-05,-2.982768606632314e-06,3.858700694653812e-06,-1.7603269935505054e-05]",4477,1,futures,-0.012818828270618168,signed_futures_return,options
,,,,,,12,60,0.05347282686996698,-0.0031846515669358938,"{""not_large"":3216,""source_led_correction"":384,""target_led_correction"":274,""persistent_disagreement"":366,""both_correct"":237}",diagnostic_2,500,futures_to_options_disequilibrium,,,1261,8.590440270630435,100.0,-0.7409836322790715,-0.2548897335569084,0.023446801566193155,,False,"[0,238,1786,1192,1261]","[null,-0.0033792509313891918,0.00014074364508119436,0.0009004254106607213,-0.00039189828827114546]",4477,1,futures,0.02562677057187516,signed_atm_iv_change,options
,,,,,,24,120,0.056057834788758254,-0.0047235008233467695,"{""not_large"":3216,""source_led_correction"":384,""target_led_correction"":274,""persistent_disagreement"":366,""both_correct"":237}",diagnostic_2,500,futures_to_options_disequilibrium,,,1261,8.590440270630435,100.0,-0.7409836322790715,-0.2548897335569084,0.023446801566193155,,False,"[0,238,1786,1192,1261]","[null,-0.0033792509313891918,0.00014074364508119436,0.0009004254106607213,-0.00039189828827114546]",4477,1,futures,0.02562677057187516,signed_atm_iv_change,options
,,,,,,60,300,0.059339978319676356,-0.007762596986886603,"{""not_large"":3216,""source_led_correction"":384,""target_led_correction"":274,""persistent_disagreement"":366,""both_correct"":237}",diagnostic_2,500,futures_to_options_disequilibrium,,,1261,8.590440270630435,100.0,-0.7409836322790715,-0.2548897335569084,0.023446801566193155,,False,"[0,238,1786,1192,1261]","[null,-0.0033792509313891918,0.00014074364508119436,0.0009004254106607213,-0.00039189828827114546]",4477,1,futures,0.02562677057187516,signed_atm_iv_change,options
,,,,,,12,60,0.07909003346564511,0.00820830423291819,"{""not_large"":3216,""source_led_correction"":384,""target_led_correction"":274,""persistent_disagreement"":366,""both_correct"":237}",diagnostic_2,500,futures_to_options_disequilibrium,,,1261,8.590440270630435,100.0,-0.7409836322790715,-0.2548897335569084,0.023446801566193155,,False,"[0,238,1786,1192,1261]","[null,0.04560091029283693,0.04285421217606508,0.043033163796941915,0.0454832340199977]",4477,1,futures,0.047388347984258304,surface_displacement,options
,,,,,,24,120,0.084971415729783,0.002431756281732805,"{""not_large"":3216,""source_led_correction"":384,""target_led_correction"":274,""persistent_disagreement"":366,""both_correct"":237}",diagnostic_2,500,futures_to_options_disequilibrium,,,1261,8.590440270630435,100.0,-0.7409836322790715,-0.2548897335569084,0.023446801566193155,,False,"[0,238,1786,1192,1261]","[null,0.04560091029283693,0.04285421217606508,0.043033163796941915,0.0454832340199977]",4477,1,futures,0.047388347984258304,surface_displacement,options
,,,,,,60,300,0.08342425888014836,-0.007222200625875272,"{""not_large"":3216,""source_led_correction"":384,""target_led_correction"":274,""persistent_disagreement"":366,""both_correct"":237}",diagnostic_2,500,futures_to_options_disequilibrium,,,1261,8.590440270630435,100.0,-0.7409836322790715,-0.2548897335569084,0.023446801566193155,,False,"[0,238,1786,1192,1261]","[null,0.04560091029283693,0.04285421217606508,0.043033163796941915,0.0454832340199977]",4477,1,futures,0.047388347984258304,surface_displacement,options
,,,,,,12,60,0.11908710899107405,0.025709337571847766,"{""not_large"":3216,""source_led_correction"":384,""target_led_correction"":274,""persistent_disagreement"":366,""both_correct"":237}",diagnostic_2,500,futures_to_options_disequilibrium,,,1261,8.590440270630435,100.0,-0.7409836322790715,-0.2548897335569084,0.023446801566193155,,False,"[0,238,1786,1192,1261]","[null,4.7324354210188573e-07,-1.0730093509834668e-06,-1.7661167515711132e-06,3.408965449017202e-06]",4477,1,futures,0.07366607610284087,parity_restoration,options
,,,,,,24,120,0.11650081203262286,0.02705256110053881,"{""not_large"":3216,""source_led_correction"":384,""target_led_correction"":274,""persistent_disagreement"":366,""both_correct"":237}",diagnostic_2,500,futures_to_options_disequilibrium,,,1261,8.590440270630435,100.0,-0.7409836322790715,-0.2548897335569084,0.023446801566193155,,False,"[0,238,1786,1192,1261]","[null,4.7324354210188573e-07,-1.0730093509834668e-06,-1.7661167515711132e-06,3.408965449017202e-06]",4477,1,futures,0.07366607610284087,parity_restoration,options
,,,,,,60,300,0.1191259970451199,0.031629510181348075,"{""not_large"":3216,""source_led_correction"":384,""target_led_correction"":274,""persistent_disagreement"":366,""both_correct"":237}",diagnostic_2,500,futures_to_options_disequilibrium,,,1261,8.590440270630435,100.0,-0.7409836322790715,-0.2548897335569084,0.023446801566193155,,False,"[0,238,1786,1192,1261]","[null,4.7324354210188573e-07,-1.0730093509834668e-06,-1.7661167515711132e-06,3.408965449017202e-06]",4477,1,futures,0.07366607610284087,parity_restoration,options
,,,,,,12,60,0.11699355351419806,0.026131884417456955,"{""not_large"":3216,""source_led_correction"":384,""target_led_correction"":274,""persistent_disagreement"":366,""both_correct"":237}",diagnostic_2,500,futures_to_options_disequilibrium,,,1261,8.590440270630435,100.0,-0.7409836322790715,-0.2548897335569084,0.023446801566193155,,False,"[0,238,1786,1192,1261]","[null,6.583652326038905e-05,5.732393173828371e-05,8.157020725384854e-05,8.67418720313805e-05]",4477,1,futures,0.0704765032406548,absolute_atm_straddle_change,options
,,,,,,24,120,0.11395658564635458,0.019630248393978846,"{""not_large"":3216,""source_led_correction"":384,""target_led_correction"":274,""persistent_disagreement"":366,""both_correct"":237}",diagnostic_2,500,futures_to_options_disequilibrium,,,1261,8.590440270630435,100.0,-0.7409836322790715,-0.2548897335569084,0.023446801566193155,,False,"[0,238,1786,1192,1261]","[null,6.583652326038905e-05,5.732393173828371e-05,8.157020725384854e-05,8.67418720313805e-05]",4477,1,futures,0.0704765032406548,absolute_atm_straddle_change,options
,,,,,,60,300,0.11939355149356255,0.02376474994006853,"{""not_large"":3216,""source_led_correction"":384,""target_led_correction"":274,""persistent_disagreement"":366,""both_correct"":237}",diagnostic_2,500,futures_to_options_disequilibrium,,,1261,8.590440270630435,100.0,-0.7409836322790715,-0.2548897335569084,0.023446801566193155,,False,"[0,238,1786,1192,1261]","[null,6.583652326038905e-05,5.732393173828371e-05,8.157020725384854e-05,8.67418720313805e-05]",4477,1,futures,0.0704765032406548,absolute_atm_straddle_change,options
,,,,,,12,60,0.04236463135230713,-0.01728105877435019,"{""not_large"":3216,""source_led_correction"":384,""target_led_correction"":274,""persistent_disagreement"":366,""both_correct"":237}",diagnostic_2,500,futures_to_options_disequilibrium,,,1261,8.590440270630435,100.0,-0.7409836322790715,-0.2548897335569084,0.023446801566193155,,False,"[0,238,1786,1192,1261]","[null,3.2769254726228626e-05,-9.009350338389665e-06,-1.0849780945795675e-05,1.6084258086129308e-05]",4477,1,futures,0.010525095193096481,near_atm_spread_change,options
,,,,,,24,120,0.0360527661094145,-0.015348989524052477,"{""not_large"":3216,""source_led_correction"":384,""target_led_correction"":274,""persistent_disagreement"":366,""both_correct"":237}",diagnostic_2,500,futures_to_options_disequilibrium,,,1261,8.590440270630435,100.0,-0.7409836322790715,-0.2548897335569084,0.023446801566193155,,False,"[0,238,1786,1192,1261]","[null,3.2769254726228626e-05,-9.009350338389665e-06,-1.0849780945795675e-05,1.6084258086129308e-05]",4477,1,futures,0.010525095193096481,near_atm_spread_change,options
,,,,,,60,300,0.035888345570550303,-0.015691793213191065,"{""not_large"":3216,""source_led_correction"":384,""target_led_correction"":274,""persistent_disagreement"":366,""both_correct"":237}",diagnostic_2,500,futures_to_options_disequilibrium,,,1261,8.590440270630435,100.0,-0.7409836322790715,-0.2548897335569084,0.023446801566193155,,False,"[0,238,1786,1192,1261]","[null,3.2769254726228626e-05,-9.009350338389665e-06,-1.0849780945795675e-05,1.6084258086129308e-05]",4477,1,futures,0.010525095193096481,near_atm_spread_change,options
,,,,,,12,60,0.09868264820454078,-0.020114362533447755,"{""not_large"":3216,""source_led_correction"":384,""target_led_correction"":274,""persistent_disagreement"":366,""both_correct"":237}",diagnostic_2,500,futures_to_options_disequilibrium,,,1261,8.590440270630435,100.0,-0.7409836322790715,-0.2548897335569084,0.023446801566193155,,False,"[0,238,1786,1192,1261]","[null,0.0001222844973658516,0.00012124342381716029,0.00012710051904254332,0.0001302285436766593]",4477,1,futures,0.04488823589934176,realized_futures_volatility,options
,,,,,,24,120,0.1097099682649643,-0.019028161980414036,"{""not_large"":3216,""source_led_correction"":384,""target_led_correction"":274,""persistent_disagreement"":366,""both_correct"":237}",diagnostic_2,500,futures_to_options_disequilibrium,,,1261,8.590440270630435,100.0,-0.7409836322790715,-0.2548897335569084,0.023446801566193155,,False,"[0,238,1786,1192,1261]","[null,0.0001222844973658516,0.00012124342381716029,0.00012710051904254332,0.0001302285436766593]",4477,1,futures,0.04488823589934176,realized_futures_volatility,options
,,,,,,60,300,0.11224516204445739,-0.019214195629273147,"{""not_large"":3216,""source_led_correction"":384,""target_led_correction"":274,""persistent_disagreement"":366,""both_correct"":237}",diagnostic_2,500,futures_to_options_disequilibrium,,,1261,8.590440270630435,100.0,-0.7409836322790715,-0.2548897335569084,0.023446801566193155,,False,"[0,238,1786,1192,1261]","[null,0.0001222844973658516,0.00012124342381716029,0.00012710051904254332,0.0001302285436766593]",4477,1,futures,0.04488823589934176,realized_futures_volatility,options
-0.2838438403747985,-0.3020625343218233,-0.21768849811793278,-0.13216504466609735,-0.126077985639794,-0.2206168077093067,,,,,,diagnostic_2,,futures_to_options_increment,0.0182186939470248,-0.006087059026303354,,,,,,,"{""base_to_candidate"":{""60s"":{""mean_mae_reduction"":5.631341287674253e-05,""ci_low"":3.6662584723498416e-05,""ci_high"":7.276047463186527e-05,""positive_probability"":1.0,""block_rows"":12,""draws"":500},""120s"":{""mean_mae_reduction"":5.631341287674253e-05,""ci_low"":3.190689482242602e-05,""ci_high"":7.888511009564358e-05,""positive_probability"":1.0,""block_rows"":24,""draws"":500},""300s"":{""mean_mae_reduction"":5.631341287674253e-05,""ci_low"":2.1134121676675752e-05,""ci_high"":8.53930570360807e-05,""positive_probability"":1.0,""block_rows"":60,""draws"":500}},""base_pca_to_candidate"":{""60s"":{""mean_mae_reduction"":-0.0001170583428620619,""ci_low"":-0.00014003630400993028,""ci_high"":-9.743841768253186e-05,""positive_probability"":0.0,""block_rows"":12,""draws"":500},""120s"":{""mean_mae_reduction"":-0.0001170583428620619,""ci_low"":-0.0001419056947096345,""ci_high"":-9.082840293920741e-05,""positive_probability"":0.0,""block_rows"":24,""draws"":500},""300s"":{""mean_mae_reduction"":-0.0001170583428620619,""ci_low"":-0.0001583155462734969,""ci_high"":-8.02228120987459e-05,""positive_probability"":0.0,""block_rows"":60,""draws"":500}},""comparator_to_candidate"":{""60s"":{""mean_mae_reduction"":0.0003503580486626114,""ci_low"":0.00032906107551873814,""ci_high"":0.00037230754194300187,""positive_probability"":1.0,""block_rows"":12,""draws"":500},""120s"":{""mean_mae_reduction"":0.0003503580486626114,""ci_low"":0.0003239672201882371,""ci_high"":0.00037361723480014604,""positive_probability"":1.0,""block_rows"":24,""draws"":500},""300s"":{""mean_mae_reduction"":0.0003503580486626114,""ci_low"":0.0003203874963936237,""ci_high"":0.00038143932829801797,""positive_probability"":1.0,""block_rows"":60,""draws"":500}}}",,,,,1,futures,,surface_displacement,options
